ID,score_AR,score_ER,score_GR,score_PHBEACH
4iu7_B,563.0,1175.0,602.0,636.0
4iui_A,521.0,1052.0,554.0,612.0
4iui_B,549.0,1107.0,581.0,616.0
4iv2_A,551.0,1154.0,593.0,638.0
4iv2_B,563.0,1184.0,602.0,638.0
4iv4_A,549.0,1141.0,585.0,632.0
4iv4_B,560.0,1160.0,597.0,637.0
4ivw_A,551.0,1159.0,593.0,638.0
4ivw_B,560.0,1188.0,595.0,640.0
4ivy_A,551.0,1143.0,584.0,632.0
4ivy_B,558.0,1162.0,590.0,634.0
4iw6_A,551.0,1159.0,593.0,638.0
4iw6_B,559.0,1177.0,590.0,640.0
4iw8_A,563.0,1191.0,607.0,642.0
4iw8_B,551.0,1159.0,593.0,638.0
4iwc_A,559.0,1180.0,598.0,638.0
4iwc_B,557.0,1192.0,604.0,645.0
4iwf_A,559.0,1180.0,598.0,638.0
4iwf_B,547.0,1140.0,591.0,632.0
4j24_A,555.0,836.0,578.0,606.0
4j24_B,558.0,838.0,581.0,610.0
4j24_C,555.0,836.0,578.0,606.0
4j24_D,548.0,827.0,565.0,592.0
4j26_A,556.0,836.0,580.0,610.0
4j26_B,558.0,838.0,581.0,610.0
4j5w_A,587.0,552.0,601.0,730.0
4j5w_B,587.0,552.0,601.0,726.0
4j5w_C,546.0,544.0,534.0,603.0
4j5w_D,547.0,544.0,535.0,605.0
4j5x_D,567.0,564.0,560.0,639.0
4j5x_C,564.0,564.0,560.0,633.0
4j5x_A,584.0,553.0,601.0,729.0
4j5x_B,585.0,552.0,600.0,727.0
4jc3_A,474.0,469.0,474.0,622.0
4jdd_A,474.0,469.0,474.0,622.0
4jgv_A,543.0,534.0,537.0,626.0
4jgv_B,542.0,528.0,537.0,618.0
4jyg_A,500.0,513.0,506.0,641.0
4jyg_B,502.0,513.0,506.0,641.0
4jyh_A,500.0,513.0,506.0,641.0
4jyh_B,500.0,513.0,506.0,641.0
4jyi_A,500.0,513.0,506.0,641.0
4jyi_B,500.0,513.0,506.0,641.0
4k4j_A,532.0,538.0,513.0,588.0
4k6i_A,532.0,538.0,513.0,588.0
4k7a_A,1260.0,552.0,819.0,648.0
4kzi_B,554.0,534.0,539.0,630.0
4kzi_A,545.0,538.0,537.0,628.0
4kzj_B,553.0,531.0,546.0,621.0
4kzj_A,553.0,542.0,546.0,629.0
4kzm_B,551.0,529.0,537.0,628.0
4kzm_A,545.0,538.0,538.0,628.0
4lbd_A,496.0,498.0,506.0,646.0
4log_A,727.0,716.0,735.0,1013.0
4log_B,544.0,538.0,538.0,638.0
4lsj_A,816.0,584.0,1261.0,673.0
4m8e_A,532.0,538.0,513.0,588.0
4m8h_A,532.0,538.0,513.0,588.0
4mdd_A,825.0,582.0,1246.0,669.0
4mdd_B,731.0,561.0,1106.0,619.0
4mg6_A,563.0,1158.0,597.0,640.0
4mg6_B,557.0,1151.0,594.0,639.0
4mg7_A,563.0,1182.0,598.0,644.0
4mg7_B,557.0,1147.0,587.0,638.0
4mg8_A,563.0,1197.0,600.0,647.0
4mg8_B,557.0,1152.0,590.0,638.0
4mg9_A,563.0,1197.0,607.0,647.0
4mg9_B,556.0,1140.0,586.0,634.0
4mga_A,563.0,1179.0,606.0,647.0
4mga_B,557.0,1152.0,590.0,638.0
4mgb_A,563.0,1193.0,600.0,647.0
4mgb_B,557.0,1142.0,590.0,636.0
4mgc_A,560.0,1168.0,596.0,638.0
4mgc_B,559.0,1162.0,590.0,638.0
4mgd_A,563.0,1193.0,600.0,647.0
4mgd_B,557.0,1152.0,597.0,638.0
4n73_A,488.0,476.0,487.0,599.0
4nb6_A,474.0,496.0,492.0,591.0
4nb6_B,474.0,496.0,493.0,596.0
4nie_A,525.0,525.0,514.0,633.0
4nie_B,525.0,525.0,514.0,633.0
4nqa_A,573.0,598.0,559.0,723.0
4nqa_B,585.0,553.0,583.0,772.0
4nqa_H,580.0,587.0,557.0,735.0
4nqa_I,588.0,563.0,585.0,789.0
4ny9_A,555.0,529.0,555.0,680.0
4o6f_A,664.0,640.0,653.0,862.0
4oar_A,830.0,605.0,823.0,657.0
4oc7_A,530.0,538.0,511.0,586.0
4oea_A,1260.0,552.0,819.0,648.0
4oed_A,1260.0,552.0,819.0,648.0
4oey_A,1255.0,551.0,816.0,646.0
4oez_A,1260.0,552.0,819.0,648.0
4ofr_A,1267.0,553.0,816.0,652.0
4ofu_A,1255.0,551.0,816.0,646.0
4ogh_A,1250.0,557.0,816.0,645.0
4oh5_A,1250.0,557.0,816.0,645.0
4oh6_A,1250.0,557.0,816.0,645.0
4oha_A,1250.0,557.0,816.0,645.0
4oil_A,1255.0,556.0,814.0,646.0
4oiu_A,1255.0,556.0,814.0,646.0
4oiv_A,505.0,494.0,509.0,599.0
4oiv_B,507.0,507.0,517.0,610.0
4oj9_A,1297.0,560.0,831.0,655.0
4ojb_A,1240.0,545.0,802.0,643.0
4ok1_A,1291.0,550.0,825.0,655.0
4okb_A,1240.0,545.0,802.0,643.0
4okt_A,1282.0,550.0,825.0,655.0
4okw_A,1235.0,545.0,802.0,643.0
4okx_A,1240.0,545.0,802.0,643.0
4olm_A,1240.0,545.0,802.0,643.0
4oni_A,544.0,556.0,567.0,648.0
4oni_B,544.0,553.0,563.0,651.0
4p6w_A,840.0,591.0,1283.0,676.0
4p6x_A,837.0,587.0,1283.0,681.0
4p6x_C,837.0,594.0,1296.0,687.0
4p6x_E,837.0,594.0,1296.0,687.0
4p6x_G,837.0,594.0,1291.0,686.0
4p6x_I,837.0,594.0,1296.0,687.0
4p6x_K,837.0,594.0,1296.0,687.0
4pld_A,544.0,553.0,558.0,646.0
4ple_A,544.0,556.0,562.0,646.0
4ple_C,542.0,555.0,562.0,643.0
4ple_E,544.0,552.0,562.0,646.0
4ple_G,544.0,556.0,562.0,646.0
4poh_A,532.0,538.0,513.0,588.0
4poj_A,532.0,538.0,513.0,588.0
4pp3_A,532.0,538.0,513.0,588.0
4pp5_A,532.0,538.0,513.0,588.0
4pp6_A,557.0,1170.0,598.0,638.0
4pp6_B,549.0,1145.0,591.0,634.0
4ppp_A,547.0,1133.0,581.0,632.0
4ppp_B,560.0,1181.0,598.0,636.0
4pps_A,560.0,1187.0,604.0,634.0
4pps_B,559.0,1180.0,598.0,638.0
4prh_A,503.0,473.0,516.0,666.0
4prh_D,442.0,441.0,443.0,582.0
4prh_E,495.0,456.0,497.0,649.0
4pri_A,532.0,507.0,539.0,705.0
4pri_D,442.0,441.0,443.0,582.0
4pri_E,495.0,456.0,497.0,649.0
4prp_A,535.0,509.0,541.0,705.0
4prp_D,442.0,437.0,443.0,582.0
4prp_E,495.0,456.0,497.0,649.0
4pxm_A,555.0,1147.0,601.0,639.0
4pxm_B,543.0,1118.0,589.0,630.0
4q0a_C,539.0,539.0,541.0,634.0
4q13_A,543.0,1131.0,593.0,629.0
4q13_B,547.0,1127.0,593.0,636.0
4q50_A,531.0,1056.0,558.0,606.0
4q50_B,517.0,1047.0,559.0,606.0
4q50_C,535.0,1095.0,570.0,615.0
4q50_D,524.0,1077.0,569.0,607.0
4q50_E,526.0,1092.0,567.0,608.0
4q50_F,532.0,1104.0,571.0,615.0
4q50_G,532.0,1097.0,570.0,609.0
4q50_H,528.0,1094.0,569.0,607.0
4qe8_A,514.0,511.0,522.0,626.0
4qe8_B,514.0,509.0,522.0,625.0
4ql8_A,1260.0,552.0,812.0,644.0
4qm0_A,495.0,509.0,503.0,616.0
4qm0_C,497.0,515.0,500.0,622.0
4re8_B,542.0,529.0,537.0,621.0
4re8_A,545.0,538.0,538.0,628.0
4ree_B,547.0,534.0,539.0,623.0
4ree_A,552.0,538.0,538.0,635.0
4ref_B,560.0,542.0,548.0,640.0
4ref_A,553.0,542.0,546.0,629.0
4rfw_A,532.0,538.0,513.0,588.0
4rmc_A,532.0,538.0,513.0,588.0
4rmd_A,532.0,538.0,513.0,588.0
4rme_A,532.0,538.0,513.0,588.0
4ruj_A,539.0,538.0,541.0,630.0
4ruo_X,539.0,537.0,541.0,630.0
4rup_A,539.0,537.0,541.0,630.0
4rwv_A,548.0,556.0,570.0,657.0
4rze_B,553.0,526.0,536.0,626.0
4rze_A,554.0,532.0,540.0,640.0
4rzf_B,559.0,539.0,544.0,640.0
4rzf_A,552.0,544.0,545.0,633.0
4rzg_B,553.0,538.0,539.0,635.0
4rzg_A,545.0,538.0,538.0,628.0
4s0s_A,557.0,542.0,566.0,706.0
4s0s_B,557.0,542.0,566.0,706.0
4s0t_A,567.0,548.0,573.0,714.0
4s0t_B,572.0,549.0,576.0,720.0
4s14_A,528.0,525.0,515.0,640.0
4s15_A,529.0,503.0,513.0,627.0
4s15_B,529.0,509.0,516.0,645.0
4tuz_A,559.0,1162.0,597.0,638.0
4tuz_B,563.0,1192.0,599.0,648.0
4tv1_A,559.0,1162.0,590.0,638.0
4tv1_B,557.0,1159.0,591.0,636.0
4uda_A,818.0,551.0,863.0,678.0
4udb_A,825.0,556.0,863.0,681.0
4udc_A,830.0,586.0,1284.0,668.0
4udd_A,828.0,587.0,1286.0,669.0
4whf_B,551.0,529.0,537.0,628.0
4whf_A,545.0,538.0,537.0,625.0
4whg_B,553.0,530.0,537.0,628.0
4whg_A,552.0,538.0,538.0,635.0
4wlb_A,528.0,525.0,519.0,646.0
4wlb_B,528.0,525.0,519.0,646.0
4wpf_A,525.0,526.0,516.0,636.0
4wpf_D,525.0,526.0,516.0,636.0
4wqp_A,495.0,509.0,503.0,616.0
4wqp_B,474.0,496.0,492.0,591.0
4wvd_A,494.0,481.0,515.0,596.0
4wvd_B,492.0,472.0,516.0,596.0
4x1f_A,565.0,533.0,569.0,698.0
4x1g_A,566.0,543.0,570.0,712.0
4xaj_A,735.0,722.0,747.0,1020.0
4xaj_C,735.0,723.0,751.0,1020.0
4xaj_B,735.0,727.0,755.0,1021.0
4xaj_D,735.0,723.0,751.0,1020.0
4xao_A,566.0,538.0,570.0,703.0
4xhd_A,561.0,536.0,564.0,706.0
4xi3_A,549.0,1167.0,596.0,620.0
4xi3_B,555.0,1181.0,601.0,628.0
4xi3_C,557.0,1199.0,602.0,629.0
4xi3_D,541.0,1114.0,587.0,610.0
4xt2_D,327.0,305.0,333.0,382.0
4xt9_A,518.0,525.0,514.0,633.0
4y29_A,534.0,535.0,528.0,677.0
4ymq_A,533.0,540.0,533.0,652.0
4ypq_A,518.0,525.0,514.0,633.0
4zi1_A,555.0,835.0,580.0,615.0
4zjr_A,469.0,496.0,492.0,583.0
4zjr_B,469.0,500.0,495.0,588.0
4zjr_C,469.0,500.0,494.0,588.0
4zjr_D,469.0,496.0,492.0,589.0
4zjw_A,469.0,489.0,491.0,583.0
4zjw_B,474.0,496.0,493.0,596.0
4zn7_A,557.0,1170.0,598.0,638.0
4zn7_B,559.0,1180.0,598.0,638.0
4zn9_A,558.0,1154.0,597.0,645.0
4zn9_B,555.0,1143.0,593.0,641.0
4znh_A,561.0,1184.0,602.0,637.0
4znh_B,549.0,1124.0,590.0,633.0
4zns_A,554.0,1137.0,587.0,633.0
4zns_B,560.0,1173.0,600.0,638.0
4znt_A,552.0,1142.0,587.0,634.0
4znt_B,549.0,1159.0,595.0,637.0
4znu_A,563.0,1171.0,602.0,642.0
4znu_B,548.0,1111.0,578.0,629.0
4znv_A,551.0,1158.0,596.0,645.0
4znv_B,562.0,1193.0,608.0,647.0
4znw_A,555.0,1159.0,602.0,636.0
4znw_B,551.0,1135.0,591.0,633.0
4zo1_X,494.0,525.0,498.0,629.0
4zom_A,474.0,500.0,496.0,596.0
4zom_B,474.0,500.0,495.0,591.0
4zom_C,469.0,489.0,491.0,583.0
4zom_D,469.0,489.0,487.0,583.0
4zsh_A,530.0,538.0,511.0,586.0
5a86_A,565.0,535.0,566.0,699.0
5a86_B,565.0,538.0,572.0,704.0
5aau_A,545.0,1102.0,573.0,634.0
5aau_B,547.0,1117.0,569.0,615.0
5aav_A,562.0,1131.0,590.0,634.0
5aav_B,526.0,1049.0,550.0,600.0
5acc_A,550.0,1150.0,590.0,628.0
5ak2_A,541.0,1093.0,569.0,634.0
5ak2_B,527.0,1054.0,551.0,596.0
5aph_A,528.0,529.0,517.0,639.0
5apj_A,528.0,529.0,517.0,639.0
5apk_A,484.0,504.0,498.0,597.0
5apk_B,502.0,509.0,503.0,629.0
5avi_A,508.0,504.0,499.0,637.0
5avi_C,507.0,502.0,499.0,637.0
5avl_A,506.0,493.0,501.0,632.0
5ayg_A,472.0,493.0,490.0,583.0
5ayg_B,472.0,496.0,494.0,588.0
5azt_A,558.0,547.0,513.0,657.0
5azt_B,545.0,533.0,507.0,643.0
5c4o_A,509.0,517.0,510.0,629.0
5c4s_A,509.0,517.0,510.0,629.0
5c4t_A,509.0,517.0,510.0,629.0
5c4u_A,509.0,517.0,510.0,629.0
5cj6_A,1281.0,554.0,815.0,653.0
5di7_A,563.0,1202.0,607.0,644.0
5di7_B,563.0,1214.0,607.0,648.0
5did_A,565.0,1206.0,611.0,647.0
5did_B,563.0,1214.0,607.0,648.0
5die_A,559.0,1180.0,598.0,638.0
5die_B,558.0,1171.0,600.0,637.0
5dig_A,561.0,1184.0,602.0,639.0
5dig_B,563.0,1202.0,607.0,644.0
5dk9_A,551.0,1154.0,592.0,636.0
5dk9_B,552.0,1174.0,596.0,638.0
5dkb_A,551.0,1151.0,594.0,630.0
5dkb_B,553.0,1165.0,598.0,635.0
5dke_A,536.0,1096.0,577.0,625.0
5dke_B,562.0,1137.0,593.0,641.0
5dkg_A,551.0,1151.0,594.0,630.0
5dkg_B,563.0,1186.0,606.0,647.0
5dks_A,549.0,1116.0,576.0,627.0
5dks_B,553.0,1137.0,588.0,630.0
5dl4_A,560.0,1170.0,598.0,634.0
5dl4_B,563.0,1197.0,607.0,644.0
5dlr_A,553.0,1159.0,598.0,638.0
5dlr_B,565.0,1193.0,604.0,644.0
5dmc_A,537.0,1115.0,580.0,625.0
5dmc_B,555.0,1163.0,589.0,631.0
5dmf_A,559.0,1180.0,598.0,638.0
5dmf_B,555.0,1169.0,598.0,636.0
5dp0_A,552.0,1141.0,586.0,631.0
5dp0_B,559.0,1162.0,590.0,636.0
5drj_A,557.0,1170.0,598.0,638.0
5drj_B,563.0,1202.0,607.0,644.0
5drm_A,563.0,1191.0,607.0,643.0
5drm_B,553.0,1160.0,590.0,644.0
5dsh_A,548.0,535.0,538.0,680.0
5dtv_A,552.0,1147.0,594.0,634.0
5dtv_B,559.0,1188.0,599.0,640.0
5du5_A,552.0,1152.0,588.0,634.0
5du5_B,553.0,1176.0,595.0,635.0
5due_A,557.0,1174.0,598.0,639.0
5due_B,563.0,1197.0,607.0,644.0
5dug_A,557.0,1175.0,598.0,636.0
5dug_B,555.0,1169.0,598.0,638.0
5duh_A,559.0,1180.0,598.0,638.0
5duh_B,555.0,1157.0,594.0,634.0
5dv3_A,548.0,535.0,538.0,687.0
5dv6_A,548.0,535.0,538.0,687.0
5dv8_A,553.0,545.0,538.0,694.0
5dvc_A,553.0,545.0,538.0,693.0
5dvs_A,557.0,1165.0,593.0,627.0
5dvs_B,547.0,1124.0,589.0,618.0
5dvv_A,538.0,1043.0,548.0,605.0
5dvv_B,534.0,1062.0,548.0,599.0
5dwe_A,558.0,1160.0,598.0,641.0
5dwe_B,553.0,1143.0,589.0,630.0
5dwg_A,541.0,1117.0,581.0,629.0
5dwg_B,539.0,1094.0,572.0,608.0
5dwi_A,555.0,1157.0,594.0,634.0
5dwi_B,546.0,1153.0,595.0,634.0
5dwj_A,556.0,1153.0,594.0,634.0
5dwj_B,553.0,1142.0,589.0,624.0
5dwl_A,553.0,545.0,539.0,698.0
5dx3_A,557.0,1166.0,596.0,630.0
5dx3_B,547.0,1121.0,570.0,629.0
5dxb_A,557.0,1157.0,597.0,635.0
5dxb_B,539.0,1121.0,580.0,630.0
5dxe_A,557.0,1148.0,588.0,630.0
5dxe_B,543.0,1108.0,573.0,631.0
5dxg_A,553.0,1142.0,590.0,635.0
5dxg_B,541.0,1092.0,561.0,629.0
5dxk_A,557.0,1170.0,598.0,638.0
5dxk_B,559.0,1188.0,599.0,640.0
5dxm_A,557.0,1170.0,598.0,638.0
5dxm_B,559.0,1188.0,597.0,635.0
5dxp_A,538.0,1111.0,578.0,621.0
5dxp_B,555.0,1153.0,598.0,634.0
5dxq_A,545.0,1136.0,585.0,631.0
5dxq_B,553.0,1159.0,589.0,638.0
5dxr_A,557.0,1170.0,598.0,638.0
5dxr_B,559.0,1180.0,598.0,638.0
5dy8_A,553.0,1159.0,598.0,638.0
5dy8_B,563.0,1171.0,598.0,636.0
5dyb_A,546.0,1141.0,584.0,638.0
5dyb_B,560.0,1172.0,597.0,638.0
5dyd_A,539.0,1125.0,580.0,631.0
5dyd_B,553.0,1159.0,595.0,631.0
5dz0_A,555.0,1174.0,598.0,638.0
5dz0_B,563.0,1166.0,598.0,634.0
5dz1_A,551.0,1149.0,592.0,638.0
5dz1_B,563.0,1202.0,607.0,644.0
5dz3_A,548.0,1146.0,589.0,638.0
5dz3_B,563.0,1180.0,605.0,638.0
5dzh_A,553.0,1164.0,598.0,638.0
5dzh_B,560.0,1168.0,598.0,637.0
5dzi_A,557.0,1170.0,598.0,638.0
5dzi_B,563.0,1197.0,607.0,642.0
5e0w_A,554.0,1166.0,603.0,636.0
5e0w_B,548.0,1144.0,585.0,635.0
5e0x_A,551.0,1147.0,588.0,632.0
5e0x_B,552.0,1147.0,588.0,634.0
5e14_A,557.0,1158.0,594.0,634.0
5e14_B,560.0,1174.0,602.0,640.0
5e15_A,540.0,1077.0,570.0,613.0
5e15_B,558.0,1151.0,595.0,636.0
5e19_A,553.0,1164.0,598.0,638.0
5e19_B,559.0,1188.0,599.0,640.0
5e1c_A,559.0,1173.0,595.0,638.0
5e1c_B,563.0,1202.0,607.0,644.0
5e7v_A,539.0,538.0,541.0,634.0
5ec9_A,523.0,534.0,504.0,579.0
5egv_A,546.0,1132.0,581.0,632.0
5egv_B,559.0,1160.0,590.0,631.0
5ehj_A,555.0,1149.0,591.0,636.0
5ehj_B,558.0,1171.0,595.0,636.0
5ei1_A,557.0,1163.0,594.0,634.0
5ei1_B,555.0,1160.0,598.0,635.0
5eit_A,553.0,1164.0,598.0,638.0
5eit_B,557.0,1169.0,602.0,636.0
5ejv_A,528.0,525.0,515.0,640.0
5ejv_B,525.0,525.0,514.0,633.0
5eth_A,469.0,489.0,486.0,581.0
5eth_B,473.0,492.0,492.0,592.0
5fqp_A,568.0,1208.0,606.0,647.0
5fqr_A,550.0,1150.0,590.0,628.0
5fqs_A,556.0,1179.0,598.0,632.0
5fqt_A,556.0,1179.0,598.0,632.0
5fqv_A,556.0,1179.0,598.0,632.0
5g3j_A,828.0,587.0,1281.0,668.0
5g42_A,528.0,529.0,517.0,639.0
5g43_A,528.0,529.0,517.0,639.0
5g44_A,518.0,525.0,514.0,633.0
5g45_A,518.0,525.0,514.0,633.0
5g46_A,518.0,525.0,514.0,639.0
5g5w_A,828.0,586.0,1276.0,667.0
5gs4_A,553.0,1174.0,591.0,628.0
5gtn_A,560.0,548.0,545.0,689.0
5gto_A,546.0,545.0,531.0,686.0
5gtp_A,541.0,535.0,531.0,680.0
5gtr_A,553.0,1174.0,591.0,628.0
5h1e_A,528.0,537.0,530.0,642.0
5hjs_A,507.0,502.0,492.0,631.0
5hjs_B,507.0,502.0,492.0,631.0
5hyr_A,557.0,1161.0,593.0,630.0
5hyr_B,538.0,1119.0,578.0,621.0
5i4v_A,524.0,529.0,536.0,686.0
5i4v_B,542.0,536.0,520.0,583.0
5i4v_E,511.0,510.0,518.0,671.0
5i4v_F,542.0,530.0,526.0,588.0
5iaw_A,525.0,515.0,529.0,628.0
5iaw_B,520.0,515.0,525.0,627.0
5ick_A,527.0,515.0,530.0,628.0
5ick_B,527.0,515.0,530.0,628.0
5ixk_A,469.0,489.0,487.0,586.0
5ixk_B,469.0,489.0,492.0,588.0
5iz0_A,522.0,525.0,514.0,633.0
5iz0_B,528.0,525.0,515.0,640.0
5iz0_D,518.0,525.0,514.0,633.0
5iz0_G,532.0,525.0,515.0,640.0
5ji0_A,522.0,532.0,505.0,595.0
5ji0_D,548.0,545.0,539.0,695.0
5jjm_A,1316.0,561.0,840.0,657.0
5jjm_B,1307.0,559.0,840.0,657.0
5jjm_C,1311.0,559.0,835.0,656.0
5jjm_D,1311.0,557.0,835.0,656.0
5jmm_A,560.0,1153.0,591.0,634.0
5jmm_B,557.0,1152.0,597.0,638.0
5k38_A,482.0,503.0,498.0,615.0
5k38_B,482.0,503.0,498.0,608.0
5k3l_A,482.0,503.0,498.0,604.0
5k3l_B,482.0,503.0,498.0,608.0
5k3l_C,482.0,503.0,498.0,608.0
5k3l_D,482.0,503.0,498.0,608.0
5k3m_A,474.0,500.0,495.0,591.0
5k3m_B,474.0,500.0,495.0,591.0
5k3n_A,485.0,503.0,498.0,615.0
5k3n_B,482.0,503.0,498.0,608.0
5k3n_C,485.0,503.0,498.0,615.0
5k3n_D,485.0,503.0,498.0,615.0
5k6e_A,482.0,503.0,498.0,608.0
5k6e_B,495.0,509.0,503.0,616.0
5k74_A,482.0,503.0,498.0,615.0
5k74_B,482.0,503.0,498.0,615.0
5kcc_A,558.0,1182.0,599.0,640.0
5kcc_B,542.0,1115.0,579.0,634.0
5kcd_A,551.0,1154.0,593.0,638.0
5kcd_B,545.0,1122.0,581.0,629.0
5kce_A,535.0,1094.0,570.0,622.0
5kce_B,557.0,1186.0,597.0,648.0
5kcf_A,553.0,1164.0,598.0,638.0
5kcf_B,555.0,1133.0,587.0,631.0
5kct_A,557.0,1170.0,598.0,638.0
5kct_B,551.0,1135.0,581.0,633.0
5kcu_A,544.0,1133.0,585.0,630.0
5kcu_B,542.0,1140.0,579.0,625.0
5kcw_A,552.0,1157.0,589.0,638.0
5kcw_B,543.0,1123.0,580.0,633.0
5kd9_A,557.0,1175.0,598.0,638.0
5kd9_B,551.0,1140.0,585.0,629.0
5kq1_B,523.0,503.0,519.0,645.0
5kq1_E,519.0,493.0,517.0,633.0
5kq4_E,520.0,503.0,515.0,642.0
5kq4_B,525.0,503.0,523.0,653.0
5kr9_A,557.0,1170.0,598.0,638.0
5kr9_B,555.0,1164.0,598.0,638.0
5kra_A,547.0,1129.0,576.0,629.0
5kra_B,563.0,1195.0,598.0,644.0
5kra_E,545.0,1136.0,585.0,633.0
5kra_F,560.0,1178.0,604.0,640.0
5krc_A,557.0,1158.0,594.0,636.0
5krc_B,561.0,1180.0,602.0,638.0
5krf_A,553.0,1164.0,598.0,638.0
5krf_B,563.0,1176.0,600.0,641.0
5krh_A,557.0,1153.0,591.0,636.0
5krh_B,560.0,1182.0,602.0,640.0
5kri_A,554.0,1167.0,589.0,638.0
5kri_B,554.0,1169.0,592.0,631.0
5krj_A,552.0,1147.0,594.0,634.0
5krj_B,552.0,1147.0,587.0,632.0
5krk_A,546.0,1137.0,588.0,633.0
5krk_B,544.0,1109.0,563.0,615.0
5krl_A,559.0,1180.0,598.0,638.0
5krl_B,548.0,1135.0,584.0,631.0
5krm_A,559.0,1180.0,598.0,638.0
5krm_B,563.0,1192.0,603.0,642.0
5kro_A,548.0,1146.0,588.0,634.0
5kro_B,551.0,1153.0,587.0,622.0
5l11_A,528.0,536.0,540.0,631.0
5l7e_A,820.0,550.0,868.0,681.0
5l7g_A,828.0,556.0,874.0,685.0
5l7h_A,828.0,556.0,874.0,685.0
5lga_A,539.0,538.0,541.0,634.0
5lwp_A,519.0,526.0,514.0,634.0
5lyq_A,530.0,538.0,511.0,586.0
5m24_A,495.0,499.0,507.0,646.0
5m96_A,480.0,504.0,491.0,600.0
5m96_B,472.0,500.0,489.0,592.0
5mk4_A,523.0,538.0,511.0,583.0
5mk4_C,523.0,542.0,511.0,585.0
5mwp_A,814.0,544.0,860.0,677.0
5mwy_A,814.0,549.0,863.0,678.0
5n10_A,471.0,463.0,486.0,618.0
5n10_B,475.0,472.0,497.0,630.0
5nfp_A,828.0,586.0,1276.0,667.0
5nft_A,828.0,585.0,1265.0,664.0
5ni5_A,528.0,529.0,517.0,639.0
5ni7_A,528.0,529.0,517.0,639.0
5ni8_A,528.0,529.0,517.0,639.0
5nib_A,528.0,529.0,517.0,639.0
5nky_A,539.0,538.0,541.0,634.0
5nma_A,539.0,538.0,541.0,634.0
5nti_A,517.0,526.0,514.0,633.0
5nti_B,513.0,526.0,514.0,633.0
5nti_C,517.0,526.0,514.0,633.0
5nti_D,513.0,526.0,514.0,633.0
5ntk_A,480.0,504.0,491.0,600.0
5ntk_B,480.0,504.0,491.0,600.0
5ntn_A,517.0,526.0,514.0,633.0
5ntn_B,513.0,526.0,514.0,633.0
5ntn_C,517.0,526.0,514.0,633.0
5ntn_D,513.0,526.0,514.0,633.0
5ntp_A,490.0,504.0,492.0,618.0
5ntq_A,487.0,510.0,496.0,615.0
5ntq_B,472.0,500.0,489.0,592.0
5ntw_A,517.0,526.0,514.0,633.0
5ntw_B,517.0,526.0,514.0,633.0
5ntw_C,517.0,526.0,514.0,633.0
5ntw_D,517.0,526.0,514.0,633.0
5nu1_A,517.0,526.0,514.0,633.0
5nu1_B,517.0,526.0,514.0,633.0
5ow7_A,539.0,539.0,541.0,634.0
5ow9_A,539.0,538.0,541.0,634.0
5owd_A,539.0,539.0,541.0,634.0
5q0j_A,528.0,517.0,533.0,631.0
5q0j_C,528.0,517.0,533.0,631.0
5q0k_A,514.0,511.0,525.0,629.0
5q0l_A,516.0,505.0,521.0,617.0
5q0l_C,511.0,505.0,516.0,615.0
5q0m_A,514.0,509.0,525.0,628.0
5q0n_A,523.0,517.0,529.0,630.0
5q0n_C,521.0,517.0,529.0,630.0
5q0o_A,528.0,517.0,533.0,631.0
5q0o_C,524.0,519.0,530.0,639.0
5q0p_A,528.0,517.0,533.0,631.0
5q0p_C,528.0,517.0,533.0,631.0
5q0q_A,513.0,505.0,523.0,628.0
5q0q_C,514.0,510.0,525.0,628.0
5q0r_A,514.0,510.0,525.0,628.0
5q0s_A,528.0,517.0,533.0,631.0
5q0s_C,528.0,517.0,533.0,631.0
5q0t_A,510.0,507.0,525.0,626.0
5q0u_A,528.0,517.0,533.0,631.0
5q0u_C,528.0,517.0,533.0,631.0
5q0v_A,528.0,517.0,533.0,631.0
5q0v_C,528.0,517.0,533.0,631.0
5q0w_A,521.0,517.0,529.0,630.0
5q0x_A,510.0,508.0,519.0,621.0
5q0y_A,528.0,517.0,533.0,631.0
5q0y_C,528.0,517.0,533.0,631.0
5q0z_A,528.0,517.0,533.0,631.0
5q0z_C,528.0,517.0,533.0,631.0
5q10_A,521.0,511.0,529.0,629.0
5q11_A,513.0,502.0,520.0,622.0
5q12_A,521.0,517.0,529.0,630.0
5q13_A,529.0,519.0,534.0,634.0
5q13_C,528.0,517.0,533.0,631.0
5q14_A,528.0,517.0,533.0,631.0
5q14_C,528.0,517.0,533.0,631.0
5q15_A,528.0,517.0,533.0,631.0
5q15_C,527.0,515.0,531.0,630.0
5q16_A,528.0,517.0,533.0,631.0
5q16_C,528.0,517.0,533.0,631.0
5q17_A,515.0,510.0,525.0,628.0
5q18_A,528.0,517.0,533.0,631.0
5q18_C,528.0,517.0,533.0,631.0
5q19_A,528.0,517.0,533.0,631.0
5q19_C,528.0,517.0,533.0,631.0
5q1a_A,528.0,517.0,533.0,631.0
5q1a_C,523.0,517.0,529.0,630.0
5q1b_A,528.0,517.0,533.0,631.0
5q1b_C,528.0,517.0,533.0,631.0
5q1c_A,527.0,515.0,531.0,630.0
5q1c_C,522.0,515.0,527.0,629.0
5q1d_A,528.0,517.0,533.0,631.0
5q1d_C,528.0,517.0,533.0,631.0
5q1e_A,514.0,511.0,525.0,629.0
5q1f_A,523.0,517.0,529.0,630.0
